displacement_tonnes,engine_power_kw,hull_coefficient,speed_knots,wave_height_m,wind_speed_kn,current_speed_kn,ship_type,fuel_type,load_condition,fuel_rate_tpd
403.0,7984.0,0.551,18.57,2.2,16.0,0.82,Fast_Patrol,VLSFO,Ballast,10.684
56.0,2509.0,0.38,5.72,6.69,39.3,0.79,Interceptor,MGO,Laden,0.344
2379.0,9462.0,0.592,20.97,2.65,19.3,-1.06,Offshore_Patrol,VLSFO,Ballast,72.017
1215.0,9833.0,0.664,16.67,0.59,6.9,-1.21,Offshore_Patrol,MGO,Laden,26.809
2599.0,10939.0,0.646,5.52,1.39,17.9,-0.9,Offshore_Patrol,VLSFO,Ballast,5.733
42.0,2039.0,0.439,21.44,2.27,17.3,-0.64,Interceptor,MGO,Ballast,3.166
55.0,2991.0,0.38,34.08,3.78,35.0,1.35,Interceptor,MGO,Laden,16.301
69.0,3515.0,0.504,13.02,1.69,4.9,-2.51,Interceptor,MGO,Ballast,2.102
63.0,3421.0,0.414,17.26,1.42,15.8,1.39,Interceptor,MGO,Ballast,1.937
62.0,3727.0,0.38,12.12,1.01,21.6,-0.43,Interceptor,MGO,Laden,0.907
573.0,4693.0,0.54,24.27,0.46,7.1,1.12,Fast_Patrol,MGO,Ballast,26.49
63.0,1478.0,0.391,21.74,2.83,20.6,0.29,Interceptor,MGO,Laden,4.314
2157.0,10603.0,0.645,9.78,1.37,9.9,0.6,Offshore_Patrol,MGO,Ballast,8.226
71.0,3752.0,0.385,14.68,0.45,0.4,0.98,Interceptor,MGO,Laden,1.344
59.0,3201.0,0.394,22.74,0.89,15.6,-0.31,Interceptor,MGO,Laden,5.328
1956.0,10446.0,0.589,13.82,1.96,12.8,-1.31,Offshore_Patrol,MGO,Ballast,21.956
592.0,6948.0,0.454,16.93,1.72,19.8,-1.25,Fast_Patrol,MGO,Laden,12.303
655.0,4708.0,0.468,14.3,2.55,22.2,0.99,Fast_Patrol,MGO,Laden,7.035
485.0,4475.0,0.462,6.49,1.09,14.8,1.69,Fast_Patrol,VLSFO,Ballast,1.435
67.0,2074.0,0.405,19.34,1.56,9.7,-1.04,Interceptor,MGO,Ballast,3.481
45.0,3434.0,0.393,32.87,0.35,8.8,1.17,Interceptor,MGO,Laden,8.799
450.0,4546.0,0.397,9.88,0.96,10.8,1.0,Fast_Patrol,MGO,Laden,2.216
366.0,6726.0,0.493,12.62,3.25,25.4,-1.97,Fast_Patrol,MGO,Laden,7.757
386.0,6156.0,0.532,14.24,1.9,3.8,0.95,Fast_Patrol,MGO,Laden,5.144
98.0,3102.0,0.387,25.1,1.27,15.2,-0.88,Interceptor,MGO,Laden,10.113
500.0,5622.0,0.49,22.85,2.76,32.7,1.66,Fast_Patrol,MGO,Ballast,20.947
2374.0,7816.0,0.599,13.04,2.07,11.0,0.14,Offshore_Patrol,MGO,Laden,17.269
56.0,3229.0,0.38,25.48,3.41,30.2,2.86,Interceptor,MGO,Ballast,4.238
63.0,3599.0,0.453,19.59,0.57,7.2,-0.17,Interceptor,MGO,Ballast,3.227
536.0,6549.0,0.449,8.84,2.16,12.8,-0.87,Fast_Patrol,MGO,Ballast,2.9
2146.0,7000.0,0.639,18.95,1.85,12.6,0.52,Offshore_Patrol,HFO,Ballast,41.646
798.0,6049.0,0.466,6.67,3.15,31.2,0.81,Fast_Patrol,MGO,Laden,2.278
347.0,6133.0,0.487,18.52,0.89,11.8,0.58,Fast_Patrol,VLSFO,Ballast,8.092
590.0,5636.0,0.531,5.19,2.34,18.4,-0.56,Fast_Patrol,MGO,Laden,1.838
68.0,3258.0,0.468,14.09,0.04,0.0,0.83,Interceptor,MGO,Ballast,1.209
463.0,4767.0,0.493,26.41,3.02,25.9,-1.51,Fast_Patrol,MGO,Laden,45.766
54.0,2116.0,0.41,14.42,2.53,25.6,-2.83,Interceptor,MGO,Laden,2.237
577.0,8030.0,0.525,10.89,0.69,10.6,0.33,Fast_Patrol,MGO,Laden,3.596
60.0,2914.0,0.419,20.12,1.57,8.7,2.58,Interceptor,MGO,Laden,2.755
60.0,2029.0,0.38,10.76,0.58,11.1,0.64,Interceptor,MGO,Ballast,0.575
484.0,7681.0,0.497,24.17,1.86,25.4,-1.02,Fast_Patrol,MGO,Ballast,31.242
674.0,7908.0,0.509,13.73,2.91,21.7,-0.48,Fast_Patrol,MGO,Ballast,8.998
674.0,5353.0,0.462,27.97,2.77,26.8,-0.09,Fast_Patrol,MGO,Ballast,55.365
536.0,5182.0,0.473,16.53,2.15,16.8,-1.18,Fast_Patrol,VLSFO,Ballast,13.253
1808.0,8492.0,0.596,8.51,0.38,6.4,-1.28,Offshore_Patrol,VLSFO,Laden,7.168
1691.0,9854.0,0.583,12.4,2.38,20.3,0.36,Offshore_Patrol,VLSFO,Laden,12.831
2600.0,6686.0,0.632,15.72,2.28,16.9,0.42,Offshore_Patrol,VLSFO,Laden,31.061
723.0,5503.0,0.45,27.15,2.71,19.0,-1.21,Fast_Patrol,MGO,Ballast,53.396
641.0,7289.0,0.524,15.78,0.82,10.0,-1.75,Fast_Patrol,MGO,Laden,13.302
717.0,6000.0,0.488,21.43,1.08,16.3,-0.36,Fast_Patrol,MGO,Laden,26.961
545.0,5348.0,0.38,6.46,5.92,41.0,-0.62,Fast_Patrol,MGO,Ballast,1.887
46.0,3389.0,0.423,8.97,0.55,8.1,0.65,Interceptor,MGO,Ballast,0.383
664.0,6437.0,0.519,15.23,1.97,17.8,-1.02,Fast_Patrol,MGO,Laden,11.963
67.0,3839.0,0.429,16.17,0.78,17.6,0.27,Interceptor,MGO,Laden,1.932
35.0,2255.0,0.411,8.91,1.4,8.5,0.37,Interceptor,MGO,Laden,0.383
1408.0,10049.0,0.568,24.67,1.55,17.7,0.82,Offshore_Patrol,VLSFO,Ballast,58.227
86.0,2597.0,0.436,11.92,2.35,23.3,-0.23,Interceptor,MGO,Ballast,1.331
458.0,5116.0,0.539,11.23,1.74,14.6,-0.95,Fast_Patrol,MGO,Ballast,4.061
446.0,4374.0,0.468,23.24,0.2,12.4,-0.49,Fast_Patrol,MGO,Laden,22.701
72.0,2471.0,0.432,21.05,0.86,14.9,-0.36,Interceptor,MGO,Ballast,4.252
1921.0,9674.0,0.612,23.5,1.3,17.0,2.25,Offshore_Patrol,MGO,Ballast,58.745
70.0,2728.0,0.38,28.7,2.99,16.6,-0.77,Interceptor,MGO,Laden,13.207
1436.0,8673.0,0.656,12.63,1.09,8.8,2.14,Offshore_Patrol,HFO,Laden,8.77
2195.0,9111.0,0.626,11.68,1.64,11.5,-0.08,Offshore_Patrol,MGO,Laden,14.764
34.0,3247.0,0.468,11.74,1.93,20.2,-0.61,Interceptor,MGO,Laden,0.806
48.0,2734.0,0.412,28.75,1.87,20.7,-0.94,Interceptor,MGO,Laden,9.94
81.0,3392.0,0.487,5.47,1.67,13.8,-1.43,Interceptor,MGO,Laden,0.543
812.0,6155.0,0.519,17.25,0.69,7.9,-0.36,Fast_Patrol,MGO,Ballast,14.739
122.0,3639.0,0.437,34.91,1.09,22.6,-0.22,Interceptor,MGO,Ballast,26.744
1961.0,9117.0,0.578,23.99,2.85,23.1,-0.13,Offshore_Patrol,MGO,Ballast,85.039
78.0,3661.0,0.499,20.51,3.24,26.7,2.51,Interceptor,MGO,Laden,4.382
1500.0,9795.0,0.639,22.23,3.52,25.0,1.52,Offshore_Patrol,VLSFO,Ballast,53.102
76.0,2329.0,0.467,19.28,0.96,17.4,-0.04,Interceptor,MGO,Ballast,3.769
1652.0,10344.0,0.596,19.2,1.21,14.3,-0.63,Offshore_Patrol,VLSFO,Ballast,43.885
68.0,3832.0,0.429,24.52,2.14,18.7,-1.84,Interceptor,MGO,Ballast,8.128
420.0,5381.0,0.492,19.72,4.99,36.1,0.17,Fast_Patrol,MGO,Laden,19.13
498.0,5984.0,0.415,10.84,7.12,45.7,1.04,Fast_Patrol,MGO,Laden,3.517
47.0,3880.0,0.391,19.26,0.95,6.0,1.42,Interceptor,MGO,Laden,2.055
2018.0,14169.0,0.654,17.43,0.84,10.1,-0.82,Offshore_Patrol,MGO,Laden,43.559
75.0,3932.0,0.392,17.24,0.46,15.6,-1.77,Interceptor,MGO,Laden,3.429
322.0,2778.0,0.578,7.69,2.43,18.2,-0.14,Fast_Patrol,MGO,Ballast,1.788
448.0,4930.0,0.492,20.65,0.4,12.7,0.43,Fast_Patrol,MGO,Laden,16.333
431.0,5946.0,0.508,15.17,2.25,16.6,-0.54,Fast_Patrol,MGO,Laden,8.14
43.0,2905.0,0.441,16.13,2.29,9.4,0.42,Interceptor,MGO,Laden,1.498
42.0,2549.0,0.426,34.33,4.48,29.3,-0.28,Interceptor,MGO,Laden,18.436
41.0,2409.0,0.396,30.84,0.82,1.8,0.04,Interceptor,MGO,Laden,7.709
75.0,2339.0,0.453,20.07,0.2,9.9,0.14,Interceptor,MGO,Laden,4.076
59.0,3007.0,0.422,30.09,0.5,0.0,-0.23,Interceptor,MGO,Laden,11.028
2114.0,9304.0,0.64,19.58,1.32,13.3,-1.68,Offshore_Patrol,MGO,Laden,65.771
470.0,4180.0,0.475,14.59,0.81,6.1,1.31,Fast_Patrol,MGO,Laden,4.971
586.0,4221.0,0.488,27.17,1.1,8.5,-0.86,Fast_Patrol,MGO,Laden,43.661
615.0,6047.0,0.506,7.72,2.82,26.3,-2.95,Fast_Patrol,MGO,Laden,4.695
62.0,3509.0,0.454,9.47,1.15,11.3,-0.3,Interceptor,MGO,Ballast,0.674
429.0,6842.0,0.458,19.81,1.2,12.0,0.28,Fast_Patrol,MGO,Laden,14.357
60.0,3784.0,0.381,20.88,1.93,16.1,0.96,Interceptor,MGO,Laden,3.412
43.0,2709.0,0.46,18.51,0.96,8.8,0.07,Interceptor,MGO,Ballast,2.33
455.0,4930.0,0.568,6.39,2.28,14.7,-0.08,Fast_Patrol,MGO,Laden,1.873
680.0,5685.0,0.534,20.75,2.9,14.1,0.01,Fast_Patrol,MGO,Ballast,25.211
1225.0,7841.0,0.606,19.19,0.84,12.0,-1.02,Offshore_Patrol,MGO,Ballast,31.498
50.0,2977.0,0.44,14.75,4.26,32.0,-0.59,Interceptor,MGO,Laden,2.145
755.0,5713.0,0.521,17.87,0.42,13.3,0.88,Fast_Patrol,MGO,Ballast,12.309
51.0,2937.0,0.468,32.55,0.53,10.2,-0.78,Interceptor,MGO,Laden,14.082
39.0,2619.0,0.459,29.97,1.21,10.0,-0.0,Interceptor,MGO,Ballast,7.698
701.0,4125.0,0.494,21.72,0.56,7.6,-0.68,Fast_Patrol,MGO,Laden,27.595
52.0,3441.0,0.417,32.21,1.93,19.4,-0.93,Interceptor,MGO,Ballast,12.292
352.0,7421.0,0.47,22.27,6.74,50.0,-0.39,Fast_Patrol,MGO,Laden,24.39
693.0,5780.0,0.541,8.04,1.22,10.3,-0.37,Fast_Patrol,MGO,Ballast,3.41
44.0,3218.0,0.413,24.06,1.16,17.5,-0.34,Interceptor,MGO,Ballast,4.124
1718.0,5569.0,0.59,21.73,0.53,7.8,0.16,Offshore_Patrol,MGO,Ballast,50.858
772.0,5793.0,0.524,11.32,7.73,48.1,-2.46,Fast_Patrol,VLSFO,Laden,14.148
2064.0,6466.0,0.586,19.47,4.21,27.1,-0.67,Offshore_Patrol,VLSFO,Laden,66.869
346.0,6448.0,0.484,10.81,3.2,22.8,0.5,Fast_Patrol,MGO,Laden,2.816
2484.0,7637.0,0.724,18.0,1.42,13.5,1.5,Offshore_Patrol,VLSFO,Laden,38.654
69.0,3085.0,0.491,16.29,3.5,31.8,-1.61,Interceptor,MGO,Laden,4.002
680.0,4128.0,0.457,18.98,2.46,29.2,-1.48,Fast_Patrol,MGO,Ballast,22.427
2336.0,10241.0,0.528,23.74,0.96,9.7,0.09,Offshore_Patrol,MGO,Laden,80.866
70.0,3215.0,0.408,27.7,7.59,43.6,1.05,Interceptor,MGO,Ballast,11.721
577.0,7104.0,0.437,10.94,0.25,3.5,-1.09,Fast_Patrol,MGO,Ballast,4.395
1818.0,8289.0,0.55,23.81,1.3,11.3,-2.35,Offshore_Patrol,MGO,Laden,98.439
511.0,7261.0,0.501,16.87,0.88,11.7,0.11,Fast_Patrol,MGO,Ballast,9.328
563.0,6169.0,0.49,15.17,0.1,0.0,-1.21,Fast_Patrol,MGO,Laden,9.806
603.0,6555.0,0.547,18.47,0.24,11.7,1.72,Fast_Patrol,MGO,Laden,12.087
2400.0,9732.0,0.664,13.34,5.01,30.6,-0.32,Offshore_Patrol,MGO,Ballast,23.448
1874.0,7682.0,0.655,24.97,1.1,13.1,-1.58,Offshore_Patrol,MGO,Laden,134.894
689.0,5609.0,0.54,13.08,1.35,12.5,-1.25,Fast_Patrol,VLSFO,Laden,9.808
41.0,3369.0,0.45,8.26,1.12,8.4,-0.01,Interceptor,MGO,Ballast,0.334
56.0,3363.0,0.405,30.59,1.17,18.7,-0.58,Interceptor,MGO,Laden,12.407
683.0,7036.0,0.502,26.27,0.23,4.1,-0.06,Fast_Patrol,MGO,Laden,44.951
751.0,9820.0,0.634,12.86,2.13,13.0,3.0,Offshore_Patrol,MGO,Laden,5.151
369.0,5012.0,0.497,27.2,2.35,21.7,-1.44,Fast_Patrol,MGO,Laden,45.872
88.0,2497.0,0.38,5.86,1.0,15.4,0.72,Interceptor,MGO,Laden,0.465
45.0,3538.0,0.38,29.55,2.91,21.5,1.41,Interceptor,MGO,Ballast,6.754
472.0,5961.0,0.454,13.07,5.07,36.4,1.25,Fast_Patrol,MGO,Laden,5.137
2576.0,10570.0,0.54,9.98,0.27,11.4,-1.39,Offshore_Patrol,VLSFO,Laden,13.767
66.0,3153.0,0.436,26.12,1.4,12.4,-0.06,Interceptor,MGO,Ballast,8.065
561.0,6033.0,0.542,26.03,2.12,16.5,-1.91,Fast_Patrol,MGO,Laden,51.275
2183.0,8276.0,0.642,9.15,0.3,10.8,0.76,Offshore_Patrol,MGO,Ballast,7.19
2075.0,9783.0,0.581,7.38,4.26,29.8,-0.74,Offshore_Patrol,HFO,Ballast,6.771
62.0,2739.0,0.448,7.65,2.68,17.2,0.21,Interceptor,MGO,Laden,0.5
2003.0,8207.0,0.616,12.3,2.72,21.3,1.46,Offshore_Patrol,VLSFO,Ballast,11.163
739.0,5954.0,0.498,23.24,4.27,25.8,0.1,Fast_Patrol,MGO,Laden,45.582
2121.0,6783.0,0.636,24.36,1.37,12.9,0.08,Offshore_Patrol,MGO,Laden,89.24
76.0,3141.0,0.436,9.41,1.4,18.2,-0.45,Interceptor,MGO,Laden,0.815
223.0,7283.0,0.524,10.2,1.73,9.3,1.33,Fast_Patrol,MGO,Ballast,1.534
477.0,8626.0,0.547,17.94,2.26,18.4,-0.84,Fast_Patrol,MGO,Ballast,14.663
64.0,3207.0,0.466,18.57,2.36,22.2,0.34,Interceptor,MGO,Laden,3.46
367.0,5868.0,0.477,13.69,0.72,9.0,0.52,Fast_Patrol,MGO,Laden,4.61
386.0,6564.0,0.467,23.42,0.51,15.0,0.74,Fast_Patrol,MGO,Ballast,15.304
668.0,5037.0,0.599,25.56,2.52,20.4,0.21,Fast_Patrol,MGO,Ballast,46.234
54.0,3649.0,0.436,14.0,2.37,21.2,-1.36,Interceptor,MGO,Ballast,1.955
486.0,7238.0,0.524,19.32,3.56,33.3,-0.16,Fast_Patrol,VLSFO,Ballast,17.126
61.0,2372.0,0.389,31.02,3.11,26.2,-2.15,Interceptor,MGO,Laden,16.707
2003.0,9997.0,0.64,11.49,0.39,7.3,-0.45,Offshore_Patrol,MGO,Laden,12.878
1884.0,9743.0,0.594,23.39,0.52,6.0,0.62,Offshore_Patrol,MGO,Laden,58.101
61.0,3795.0,0.444,10.79,0.81,9.1,1.04,Interceptor,MGO,Ballast,0.607
59.0,3014.0,0.427,17.51,1.91,18.2,-0.91,Interceptor,MGO,Ballast,2.547
40.0,2696.0,0.397,12.81,4.04,25.4,2.31,Interceptor,MGO,Ballast,0.632
270.0,5379.0,0.489,19.49,1.91,23.0,-1.99,Fast_Patrol,MGO,Laden,13.853
1739.0,10068.0,0.671,7.14,1.54,25.7,0.42,Offshore_Patrol,VLSFO,Ballast,5.047
531.0,9774.0,0.55,21.59,0.55,8.3,0.54,Fast_Patrol,MGO,Ballast,18.187
79.0,2678.0,0.439,8.82,1.48,5.3,0.56,Interceptor,MGO,Ballast,0.628
76.0,2399.0,0.423,12.79,2.68,25.0,0.34,Interceptor,MGO,Laden,1.428
44.0,1955.0,0.396,30.8,1.19,12.7,-0.03,Interceptor,MGO,Laden,9.291
2031.0,10720.0,0.653,7.93,1.05,14.6,1.9,Offshore_Patrol,MGO,Laden,4.807
794.0,3995.0,0.488,16.39,3.35,25.0,-1.37,Fast_Patrol,MGO,Laden,19.244
333.0,8577.0,0.513,15.83,2.29,23.5,-0.52,Fast_Patrol,MGO,Ballast,7.98
55.0,3406.0,0.413,26.47,3.1,20.0,0.02,Interceptor,MGO,Laden,7.421
1647.0,8552.0,0.582,8.26,0.84,12.2,-0.29,Offshore_Patrol,VLSFO,Ballast,5.189
57.0,4189.0,0.477,32.43,4.85,35.7,-1.24,Interceptor,MGO,Ballast,19.592
1543.0,8685.0,0.601,15.99,1.01,13.1,0.61,Offshore_Patrol,VLSFO,Laden,19.634
2108.0,8487.0,0.59,24.84,1.34,17.0,0.18,Offshore_Patrol,MGO,Laden,98.185
614.0,7189.0,0.477,17.95,2.51,24.7,1.9,Fast_Patrol,MGO,Laden,11.505
2392.0,9622.0,0.617,9.08,1.01,5.4,0.86,Offshore_Patrol,MGO,Ballast,7.399
43.0,2029.0,0.475,17.16,2.06,21.4,1.19,Interceptor,MGO,Ballast,1.759
738.0,4653.0,0.499,23.82,2.11,18.6,1.14,Fast_Patrol,MGO,Laden,32.409
32.0,2430.0,0.428,12.21,1.42,12.6,-1.33,Interceptor,MGO,Ballast,0.808
544.0,8783.0,0.489,19.89,2.19,19.6,-0.5,Fast_Patrol,MGO,Laden,21.117
50.0,3451.0,0.422,5.79,1.16,13.2,-0.47,Interceptor,MGO,Laden,0.368
55.0,2973.0,0.38,19.85,2.29,19.2,1.25,Interceptor,MGO,Ballast,2.458
38.0,3501.0,0.489,6.19,2.69,12.3,0.12,Interceptor,MGO,Ballast,0.279
63.0,2939.0,0.461,5.13,1.68,15.8,-0.04,Interceptor,MGO,Ballast,0.368
781.0,4886.0,0.47,8.31,2.93,21.6,-0.12,Fast_Patrol,MGO,Laden,3.154
471.0,5623.0,0.51,8.23,0.86,11.9,1.25,Fast_Patrol,MGO,Laden,1.907
77.0,2652.0,0.45,23.14,1.72,15.1,-1.23,Interceptor,MGO,Laden,8.385
1682.0,8750.0,0.645,11.68,5.3,47.5,0.01,Offshore_Patrol,MGO,Ballast,13.814
1751.0,9227.0,0.546,22.07,1.7,14.2,1.76,Offshore_Patrol,VLSFO,Ballast,42.453
73.0,2864.0,0.38,9.94,1.43,6.0,0.58,Interceptor,MGO,Laden,0.683
724.0,4444.0,0.474,14.57,0.63,8.3,-0.48,Fast_Patrol,MGO,Laden,9.335
695.0,5824.0,0.523,20.16,0.92,8.3,0.3,Fast_Patrol,MGO,Laden,19.869
546.0,5937.0,0.488,14.0,1.59,15.6,-1.77,Fast_Patrol,MGO,Laden,9.149
372.0,6996.0,0.431,13.78,3.39,23.1,-0.83,Fast_Patrol,VLSFO,Ballast,5.92
430.0,8926.0,0.525,25.6,2.82,25.1,-0.4,Fast_Patrol,MGO,Laden,39.896
58.0,1571.0,0.422,21.79,0.77,9.5,-1.35,Interceptor,MGO,Laden,5.189
32.0,2314.0,0.415,22.21,2.12,19.5,0.79,Interceptor,MGO,Ballast,2.701
269.0,5384.0,0.526,24.97,1.7,22.6,-1.44,Fast_Patrol,MGO,Laden,25.496
621.0,2697.0,0.59,15.94,1.8,16.1,1.4,Fast_Patrol,MGO,Laden,10.129
1322.0,7703.0,0.541,15.62,2.68,14.4,0.62,Offshore_Patrol,HFO,Ballast,16.123
71.0,3569.0,0.447,26.72,2.49,17.5,-0.81,Interceptor,MGO,Ballast,9.696
62.0,3715.0,0.402,16.49,2.37,12.3,-0.64,Interceptor,MGO,Ballast,1.938
66.0,3844.0,0.411,26.15,2.49,17.0,-0.04,Interceptor,MGO,Ballast,7.001
89.0,3265.0,0.445,15.98,0.25,0.0,1.05,Interceptor,MGO,Ballast,1.756
48.0,1646.0,0.389,7.93,5.43,41.8,-0.11,Interceptor,MGO,Laden,0.49
607.0,6778.0,0.501,21.52,1.76,8.1,1.17,Fast_Patrol,MGO,Laden,21.361
560.0,5340.0,0.507,15.4,2.78,25.3,-0.04,Fast_Patrol,VLSFO,Ballast,10.479
535.0,8182.0,0.519,18.87,3.39,22.1,0.74,Fast_Patrol,MGO,Laden,15.672
713.0,5958.0,0.541,11.31,1.06,10.0,1.71,Fast_Patrol,MGO,Laden,4.015
30.0,2619.0,0.397,14.3,1.53,22.3,0.23,Interceptor,MGO,Laden,0.91
586.0,5089.0,0.538,16.44,3.41,23.9,-1.29,Fast_Patrol,VLSFO,Ballast,16.496
44.0,3795.0,0.428,5.23,4.06,24.5,-0.26,Interceptor,MGO,Ballast,0.33
1474.0,7150.0,0.587,11.9,1.72,12.8,2.3,Offshore_Patrol,HFO,Laden,7.594
67.0,3974.0,0.474,18.87,0.37,1.0,-0.64,Interceptor,MGO,Ballast,3.376
483.0,4784.0,0.513,19.78,0.83,14.2,-2.22,Fast_Patrol,MGO,Laden,21.704
1489.0,7364.0,0.674,13.45,1.18,14.8,-1.16,Offshore_Patrol,MGO,Ballast,18.024
568.0,6747.0,0.499,15.16,2.07,15.9,-0.31,Fast_Patrol,MGO,Laden,9.764
796.0,5670.0,0.534,22.47,2.21,22.1,0.55,Fast_Patrol,MGO,Laden,34.123
625.0,7761.0,0.497,11.15,2.85,25.1,1.34,Fast_Patrol,MGO,Laden,3.623
60.0,3818.0,0.452,27.21,3.27,23.3,-1.0,Interceptor,MGO,Laden,10.207
503.0,5747.0,0.448,5.3,0.11,6.9,1.57,Fast_Patrol,MGO,Laden,1.188
2390.0,9750.0,0.63,19.7,1.3,11.6,0.83,Offshore_Patrol,VLSFO,Laden,50.675
1305.0,8923.0,0.683,12.25,3.24,21.2,1.24,Offshore_Patrol,MGO,Ballast,9.307
545.0,7698.0,0.44,26.03,4.51,19.3,1.15,Fast_Patrol,MGO,Laden,36.508
42.0,2858.0,0.463,28.54,2.34,17.6,-0.49,Interceptor,MGO,Laden,9.528
2184.0,8112.0,0.614,18.25,0.67,8.9,2.13,Offshore_Patrol,HFO,Ballast,28.137
606.0,4344.0,0.488,13.3,1.88,9.3,1.55,Fast_Patrol,MGO,Laden,4.945
39.0,2216.0,0.423,11.96,3.69,31.3,0.09,Interceptor,MGO,Ballast,0.829
55.0,2976.0,0.48,8.17,0.47,6.7,1.67,Interceptor,MGO,Ballast,0.393
41.0,3009.0,0.38,10.56,0.7,11.2,3.0,Interceptor,MGO,Laden,0.335
499.0,3914.0,0.505,10.8,0.72,10.6,1.18,Fast_Patrol,MGO,Ballast,2.936
68.0,3939.0,0.501,34.51,2.48,19.2,-2.31,Interceptor,MGO,Laden,28.383
54.0,3137.0,0.506,14.36,0.89,7.4,-1.95,Interceptor,MGO,Ballast,1.931
51.0,3010.0,0.438,17.88,0.06,1.7,0.35,Interceptor,MGO,Laden,2.054
1894.0,10194.0,0.586,21.02,3.71,18.7,-1.08,Offshore_Patrol,MGO,Ballast,68.318
49.0,3044.0,0.453,7.27,1.63,22.0,-0.87,Interceptor,MGO,Laden,0.527
64.0,3240.0,0.418,28.68,5.49,39.5,0.29,Interceptor,MGO,Laden,12.894
489.0,6995.0,0.599,15.95,2.75,16.5,-0.44,Fast_Patrol,MGO,Laden,13.212
61.0,3376.0,0.412,18.45,1.67,17.7,1.04,Interceptor,MGO,Ballast,2.492
2242.0,11624.0,0.553,6.14,3.0,17.1,1.19,Offshore_Patrol,MGO,Ballast,4.373
2466.0,8109.0,0.587,20.0,0.81,12.7,-1.22,Offshore_Patrol,MGO,Laden,62.98
549.0,5443.0,0.495,10.74,2.15,19.9,0.35,Fast_Patrol,MGO,Laden,4.094
732.0,5684.0,0.502,21.86,2.12,14.3,-0.58,Fast_Patrol,MGO,Ballast,29.081
645.0,4785.0,0.484,12.06,1.53,6.2,0.88,Fast_Patrol,MGO,Ballast,3.907
63.0,2565.0,0.396,7.62,0.54,5.6,-0.25,Interceptor,MGO,Laden,0.453
63.0,2365.0,0.418,19.19,2.06,17.7,1.13,Interceptor,MGO,Laden,2.668
59.0,3822.0,0.442,26.4,1.99,9.0,-0.08,Interceptor,MGO,Ballast,7.412
45.0,2015.0,0.437,19.19,1.01,7.4,1.89,Interceptor,MGO,Laden,1.989
501.0,4697.0,0.525,27.81,0.49,14.4,0.32,Fast_Patrol,MGO,Laden,42.795
49.0,3983.0,0.499,34.06,0.89,9.9,-1.83,Interceptor,MGO,Ballast,15.925
54.0,1854.0,0.424,31.15,4.76,46.6,0.68,Interceptor,MGO,Laden,14.081
654.0,6763.0,0.511,11.35,1.08,13.5,-0.36,Fast_Patrol,VLSFO,Ballast,5.076
551.0,5977.0,0.474,13.32,2.05,16.2,-2.43,Fast_Patrol,MGO,Laden,9.924
91.0,2649.0,0.38,20.44,1.96,12.2,-0.39,Interceptor,MGO,Laden,4.888
40.0,3583.0,0.486,33.22,1.49,8.1,0.66,Interceptor,MGO,Ballast,10.451
54.0,3000.0,0.38,29.34,4.92,35.1,0.93,Interceptor,MGO,Ballast,9.2
61.0,2210.0,0.398,16.05,2.62,18.2,0.8,Interceptor,MGO,Laden,1.874
1988.0,7049.0,0.595,23.89,2.41,17.7,-0.02,Offshore_Patrol,VLSFO,Ballast,78.682
2453.0,10701.0,0.523,6.61,1.7,16.0,-0.44,Offshore_Patrol,VLSFO,Ballast,5.757
591.0,4728.0,0.46,17.38,1.07,7.9,-1.09,Fast_Patrol,MGO,Laden,13.404
580.0,6949.0,0.484,5.08,1.75,19.7,1.01,Fast_Patrol,MGO,Laden,1.483
297.0,7410.0,0.466,5.1,2.66,22.2,0.84,Fast_Patrol,MGO,Ballast,1.029
184.0,5869.0,0.491,10.38,3.05,20.2,-0.71,Fast_Patrol,MGO,Ballast,2.007
55.0,3256.0,0.431,28.14,2.67,22.1,1.77,Interceptor,MGO,Ballast,7.096
76.0,3040.0,0.437,20.18,0.21,0.0,1.09,Interceptor,MGO,Ballast,2.777
577.0,7204.0,0.506,6.88,0.37,9.1,1.11,Fast_Patrol,MGO,Ballast,1.5
448.0,4798.0,0.48,22.48,1.38,15.1,-0.02,Fast_Patrol,MGO,Ballast,19.373
55.0,2870.0,0.38,21.17,0.36,0.0,2.41,Interceptor,MGO,Ballast,2.073
56.0,2626.0,0.39,20.62,0.77,0.3,-0.97,Interceptor,MGO,Ballast,3.52
72.0,2979.0,0.38,29.11,0.59,6.9,-2.55,Interceptor,MGO,Ballast,11.465
87.0,2651.0,0.445,32.56,1.43,10.4,1.09,Interceptor,MGO,Ballast,15.985
353.0,6693.0,0.558,25.05,1.71,14.9,1.16,Fast_Patrol,MGO,Ballast,22.108
451.0,6194.0,0.546,14.5,0.53,8.4,1.03,Fast_Patrol,MGO,Ballast,5.024
661.0,5050.0,0.491,16.88,4.0,36.6,1.5,Fast_Patrol,MGO,Laden,12.843
81.0,4461.0,0.467,14.59,2.16,16.1,1.39,Interceptor,MGO,Ballast,1.526
58.0,2856.0,0.38,24.26,1.64,17.9,1.46,Interceptor,MGO,Ballast,3.991
2620.0,9028.0,0.586,6.63,2.93,20.2,0.48,Offshore_Patrol,MGO,Ballast,5.753
593.0,8464.0,0.461,19.09,1.61,16.6,0.48,Fast_Patrol,MGO,Laden,14.674
59.0,2776.0,0.46,23.85,2.27,16.5,0.19,Interceptor,MGO,Ballast,5.51
